 [1399909943000, 266],
 [1399909944000, 267],
 [1399909945000, 268],
 [1399909946000, 269],
 [1399909947000, 270],
 [1399909948000, 271],
 [1399909949000, 272],
 [1399909950000, 273],
 [1399909951000, 274],
 [1399909952000, 275],
 [1399909953000, 276],
 [1399909954000, 277],
 [1399909955000, 278],
 [1399909956000, 279],
 [1399909957000, 280],
 [1399909958000, 281],
 [1399909959000, 282],
 [1399909960000, 283],
 [1399909961000, 284],
 [1399909962000, 285],
 [1399909963000, 286],
 [1399909964000, 287],
 [1399909965000, 288],
 [1399909966000, 289],
 [1399909967000, 290],
 [1399909968000, 291],
 [1399909969000, 292],
 [1399909970000, 293],
 [1399909971000, 294],
 [1399909972000, 295],
 [1399909973000, 296],
 [1399909974000, 297],
 [1399909975000, 298],
 [1399909976000, 299],
 [1399909977000, 300],
 [1399909978000, 301],
 [1399909979000, 302],
 [1399909980000, 303],
 [1399909981000, 304],
 [1399909982000, 305],
 [1399909983000, 306],
 [1399909984000, 307],
 [1399909985000, 308],
 [1399909986000, 309],
 [1399909987000, 310],
 [1399909988000, 311],
 [1399909989000, 312],
 [1399909990000, 313],
 [1399909991000, 314],
 [1399909992000, 315],
 [1399909993000, 316],
 [1399909994000, 317],
 [1399909995000, 318],
 [1399909996000, 319],
 [1399909997000, 320],
 [1399909998000, 321],
 [1399909999000, 322],
 [1399910000000, 323],
 [1399910001000, 324],
 [1399910002000, 325],
 [1399910003000, 326],
 [1399910004000, 327],
 [1399910005000, 328],
 [1399910006000, 329],
 [1399910007000, 330],
 [1399910008000, 331],
 [1399910009000, 332],
 [1399910010000, 333],
 [1399910011000, 334],
 [1399910012000, 335],
 [1399910013000, 336],
 [1399910014000, 337],
 [1399910015000, 338],
 [1399910016000, 339],
 [1399910017000, 340],
 [1399910018000, 341],
 [1399910019000, 342],
 [1399910020000, 343],
 [1399910021000, 344],
 [1399910022000, 345],
 [1399910023000, 346],
 [1399910024000, 347],
 [1399910025000, 348],
 [1399910026000, 349],
 [1399910027000, 350],
 [1399910028000, 351],
 [1399910029000, 352],
 [1399910030000, 353],
 [1399910031000, 354],
 [1399910032000, 355],
 [1399910033000, 356],
 [1399910034000, 357],
 [1399910035000, 358],
 [1399910036000, 359],
 [1399910037000, 360],
 [1399910038000, 361],
 [1399910039000, 362],
 [1399910040000, 363],
 [1399910041000, 364],
 [1399910042000, 365],
 [1399910043000, 366],
 [1399910044000, 367],
 [1399910045000, 368],
 [1399910046000, 369],
 [1399910047000, 370],
 [1399910048000, 371],
 [1399910049000, 372],
 [1399910050000, 373],
 [1399910051000, 374],
 [1399910052000, 375],
 [1399910053000, 376],
 [1399910054000, 377],
 [1399910055000, 378],
 [1399910056000, 379],
 [1399910057000, 380],
 [1399910058000, 381],
 [1399910059000, 382],
 [1399910060000, 383],
 [1399910061000, 384],
 [1399910062000, 385],
 [1399910063000, 386],
 [1399910064000, 387],
 [1399910065000, 388],
 [1399910066000, 389],
 [1399910067000, 390],
 [1399910068000, 391],
 [1399910069000, 392],
 [1399910070000, 393],
 [1399910071000, 394],
 [1399910072000, 395],
 [1399910073000, 396],
 [1399910074000, 397],
 [1399910075000, 398],
 [1399910076000, 399],
 [1399910077000, 400],
 [1399910078000, 401],
 [1399910079000, 402],
 [1399910080000, 403],
 [1399910081000, 404],
 [1399910082000, 405],
 [1399910083000, 406],
 [1399910084000, 407],
 [1399910085000, 408],
 [1399910086000, 409],
 [1399910087000, 410],
 [1399910088000, 411],
 [1399910089000, 412],
 [1399910090000, 413],
 [1399910091000, 414],
 [1399910092000, 415],
 [1399910093000, 416],
 [1399910094000, 417],
 [1399910095000, 418],
 [1399910096000, 419],
 [1399910097000, 420],
 [1399910098000, 421],
 [1399910099000, 422],
 [1399910100000, 423]].
